Grafica,Precio,Enlace,Status
Tarjeta De Video Nvidia Gtx 980 (2gb),3000.0,https://articulo.mercadolibre.com.mx/MLM-1365029318-tarjeta-de-video-nvidia-gtx-980-2gb-_JM,nuevo
Rx 560,4855.0,https://articulo.mercadolibre.com.mx/MLM-1365078833-rx-560-_JM,nuevo
