Grafica,Precio,Enlace
Geforce® Gtx 1050 D5 2g(rev1.0/rev1.1),"4,500",https://articulo.mercadolibre.com.mx/MLM-1343871320-geforce-gtx-1050-d5-2grev10rev11-_JM#position=45&search_layout=stack&type=item&tracking_id=7f269f42-a6a5-479b-9754-f45db60bcd9f
Tarjeta De Video Pny Quadro P620 2 Gb Seminueva,"4,500",https://articulo.mercadolibre.com.mx/MLM-1357451628-tarjeta-de-video-pny-quadro-p620-2-gb-seminueva-_JM#position=46&search_layout=stack&type=item&tracking_id=7f269f42-a6a5-479b-9754-f45db60bcd9f
Nvidia Geforce Gtx 950 Ftw (evga) ,"4,500",https://articulo.mercadolibre.com.mx/MLM-1362310885-nvidia-geforce-gtx-950-ftw-evga-_JM#position=47&search_layout=stack&type=item&tracking_id=7f269f42-a6a5-479b-9754-f45db60bcd9f
Tarjeta De Vídeo Rx 460 4gb,"4,500",https://articulo.mercadolibre.com.mx/MLM-1363043034-tarjeta-de-video-rx-460-4gb-_JM#position=48&search_layout=stack&type=item&tracking_id=7f269f42-a6a5-479b-9754-f45db60bcd9f
Nvidia Quadro Fx5800 Pcie X16 4gb 536797-001,"4,599",https://articulo.mercadolibre.com.mx/MLM-674752129-nvidia-quadro-fx5800-pcie-x16-4gb-536797-001-_JM#position=49&search_layout=stack&type=item&tracking_id=7f269f42-a6a5-479b-9754-f45db60bcd9f
Tarjeta De Video Nvidia Gtx 960 2gb Asus Ecritorio,"4,678",https://articulo.mercadolibre.com.mx/MLM-1343238071-tarjeta-de-video-nvidia-gtx-960-2gb-asus-ecritorio-_JM#position=1&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
"Asus 1050 Ti Tarjeta De Video, Aceleradora Grafica","4,800",https://articulo.mercadolibre.com.mx/MLM-1358187627-asus-1050-ti-tarjeta-de-video-aceleradora-grafica-_JM#position=2&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Nvidia Tesla M40 Pg600 12gb Gddr Gpu,"4,995",https://articulo.mercadolibre.com.mx/MLM-1343977457-nvidia-tesla-m40-pg600-12gb-gddr-gpu-_JM#position=3&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Asus Strix Gtx 960 Oc Direct Cu 2gb Ddr5,"5,000",https://articulo.mercadolibre.com.mx/MLM-1340603360-asus-strix-gtx-960-oc-direct-cu-2gb-ddr5-_JM#position=4&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Nvidia Gtx 960 2gb,"5,000",https://articulo.mercadolibre.com.mx/MLM-1363041204-nvidia-gtx-960-2gb-_JM#position=5&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta De Video Amd Sapphire Radeon R9 280x 3gb Oc Toxic,"5,199",https://articulo.mercadolibre.com.mx/MLM-1362659011-tarjeta-de-video-amd-sapphire-radeon-r9-280x-3gb-oc-toxic-_JM#position=6&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta Gráfica Nvidia Quadro K4000,"5,300",https://articulo.mercadolibre.com.mx/MLM-1355677657-tarjeta-grafica-nvidia-quadro-k4000-_JM#position=7&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta De Video R9 270x 4gb,"5,500",https://articulo.mercadolibre.com.mx/MLM-1350954281-tarjeta-de-video-r9-270x-4gb-_JM#position=8&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Geforce Gtx 1050 Ti,"5,500",https://articulo.mercadolibre.com.mx/MLM-1362425494-geforce-gtx-1050-ti-_JM#position=9&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Nvidia Geforce Gtx 970 Windforce,"5,500",https://articulo.mercadolibre.com.mx/MLM-1362638395-nvidia-geforce-gtx-970-windforce-_JM#position=10&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta De Video Amd R9 270x ,"5,500",https://articulo.mercadolibre.com.mx/MLM-1363228910-tarjeta-de-video-amd-r9-270x-_JM#position=11&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Gtx 1050 Ti Oc,"5,700",https://articulo.mercadolibre.com.mx/MLM-1343676507-gtx-1050-ti-oc-_JM#position=12&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Gtx 1060 3gb Hp,"5,800",https://articulo.mercadolibre.com.mx/MLM-1360024561-gtx-1060-3gb-hp-_JM#position=13&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Strix Gtx 970 Asus,"5,800",https://articulo.mercadolibre.com.mx/MLM-1362418577-strix-gtx-970-asus-_JM#position=14&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta De Video Gigabyte Nvidia Geforce Gtx 1050ti ,"5,950",https://articulo.mercadolibre.com.mx/MLM-1354919169-tarjeta-de-video-gigabyte-nvidia-geforce-gtx-1050ti-_JM#position=15&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta De Video Asus Gtx 1050 Ti 4gb Dual Fan,"5,999",https://articulo.mercadolibre.com.mx/MLM-1354812375-tarjeta-de-video-asus-gtx-1050-ti-4gb-dual-fan-_JM#position=16&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta De Video Nvidia Mvs 510 Pny,"6,000",https://articulo.mercadolibre.com.mx/MLM-1351519607-tarjeta-de-video-nvidia-mvs-510-pny-_JM#position=17&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Rx 470 Tarjeta De Video,"6,000",https://articulo.mercadolibre.com.mx/MLM-1354685492-rx-470-tarjeta-de-video-_JM#position=18&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta De Video Asus Phoenix Gtx 1050 Ti Caja Sellada Lhr,"6,000",https://articulo.mercadolibre.com.mx/MLM-1354964461-tarjeta-de-video-asus-phoenix-gtx-1050-ti-caja-sellada-lhr-_JM#position=19&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Rx 560 4gb Rog Strix ,"6,000",https://articulo.mercadolibre.com.mx/MLM-1361355271-rx-560-4gb-rog-strix-_JM#position=20&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta De Video Nvidia Asus  Phoenix Gtx 1050 Ti 4gb Nueva,"6,000",https://articulo.mercadolibre.com.mx/MLM-1362308348-tarjeta-de-video-nvidia-asus-phoenix-gtx-1050-ti-4gb-nueva-_JM#position=21&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
1060 Pny 3,"6,000",https://articulo.mercadolibre.com.mx/MLM-1362868914-1060-pny-3-_JM#position=22&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
Tarjeta Gráfica Rx570 Asrock,"6,000",https://articulo.mercadolibre.com.mx/MLM-1363033330-tarjeta-grafica-rx570-asrock-_JM#position=23&search_layout=stack&type=item&tracking_id=632244f1-0a4a-4ce5-aa27-8f91fee0b03d
